gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,0.35136996512244845,1,0,1,0,2,0,2,2,2,2,1,1,1.1595456961969886,0.18384694528003176,0
1,0,0,0,-0.46303730927815856,1,2,1,0,0,0,0,0,0,0,1,2,0.29707305311077065,-1.1960408086814442,0
1,1,0,0,0.9214550572028734,0,1,0,0,0,2,0,2,2,1,1,0,-0.4889569279678058,-0.46320709744480465,0
1,0,1,0,1.4915401492832983,0,1,0,2,0,2,2,2,2,2,0,0,-0.1499503399339166,0.11024587168039816,0
1,1,1,1,-0.2594354906780068,1,2,1,0,2,2,0,2,2,0,0,2,1.3622849302172555,-0.4785627171166707,1
0,1,1,0,1.4915401492832983,1,0,1,2,2,0,0,0,2,1,0,1,0.749081837155956,0.8960299955786447,0
0,1,1,0,-0.5851984004382496,0,1,0,0,0,2,0,2,2,0,1,2,-0.5454580259734538,1.4858975926289457,1
1,0,1,1,0.5956921474426305,1,2,0,0,2,0,0,0,0,0,0,2,-0.3493659799538514,-0.5643423856284738,0
0,0,1,1,1.6137012404433893,1,0,0,2,2,2,2,2,2,2,0,0,0.682609957149311,0.9230347060360642,0
1,1,1,0,0.025607055362205634,0,1,0,0,2,2,2,2,0,0,1,2,-0.4906187249679718,-1.0514861821152575,0
0,0,1,1,-1.2367242199587352,0,1,0,0,0,0,0,0,0,0,1,3,-1.341458789053027,-0.07613958088845817,1
0,0,1,1,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,0,1,0.8703930181680831,1.0760613986281082,0
1,1,1,0,0.18848851024232702,1,0,1,0,0,0,0,0,0,0,1,0,0.24888094010595296,-0.5436917246904471,0
0,1,1,1,1.2064976032430856,1,2,1,0,2,2,0,0,2,0,1,1,1.0415581091851935,0.8843809047930912,0
0,0,1,0,1.5729808767233588,1,0,2,1,1,1,1,1,1,2,0,1,-1.4926823160681442,-1.36230510443889,0
1,0,0,1,-0.38159658183809786,1,0,0,0,2,0,2,0,0,0,1,0,-0.31446824295036285,-1.4512617977103897,0
0,0,0,0,-0.6666391278783103,1,0,2,1,1,1,1,1,1,1,0,3,-1.4843733310673135,-0.3721323876668408,0
1,0,0,0,-0.9516816739185228,1,0,0,2,0,2,2,2,0,0,1,3,0.1574821050968162,1.0411141262714476,0
1,0,1,1,-0.62591876415828,1,2,2,1,1,1,1,1,1,2,1,3,-1.3165318340505352,0.13619157388458555,0
0,0,0,0,-1.1552834925186746,1,0,2,1,1,1,1,1,1,0,0,0,-1.4561227820644893,1.5637346992415078,1
0,1,1,0,-1.2774445836787656,1,0,0,2,0,0,0,0,0,0,1,2,-0.5055748979694671,0.4676611571462448,1
0,0,1,0,-0.3408762181180675,1,2,1,0,0,2,0,0,0,0,1,3,0.4948268961305394,-0.917521638081392,0
0,1,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.21564500010263052,1.2232635458273755,0
1,1,0,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,2,0,0,1.6298342472440013,1.4160030479156245,0
0,0,1,0,1.6137012404433893,1,2,2,1,1,1,1,1,1,2,0,2,-1.3364733980525287,-1.0520156862418735,0
0,0,0,1,-0.8702409464784621,1,0,2,1,1,1,1,1,1,0,0,1,-1.4976677070686424,-0.7856751105539908,0
1,0,0,0,-0.9516816739185228,1,0,2,1,1,1,1,1,1,0,0,3,-1.479387940066815,-1.032424033557079,1
0,1,1,0,-1.2367242199587352,1,0,0,0,2,0,0,0,0,0,0,1,-0.4856333339674735,-1.5741067550853176,1
0,1,1,0,1.125056875803025,1,2,1,0,0,2,0,2,2,1,1,1,1.1877962451998125,0.8864989212995554,0
1,1,1,0,-0.13727439951791576,1,2,1,0,2,2,0,0,2,0,1,2,1.0349109211845293,-0.4626775933181886,1
0,0,0,0,0.6771328748826912,1,0,0,0,0,2,2,2,2,2,1,0,0.32200000811326246,-0.027425201239779807,0
0,1,0,0,-0.0965540357978854,1,2,1,0,2,2,0,2,2,0,1,2,1.3074456292117733,-0.289529743914734,0
0,0,1,0,0.8400143297628127,1,0,2,1,1,1,1,1,1,1,0,1,-1.5192710680708021,1.7241744496061768,0
1,0,0,1,0.26992923768238775,1,2,2,1,1,1,1,1,1,2,0,3,-1.3215172250510334,-1.7197203899047366,0
0,0,0,0,-0.9516816739185228,1,0,2,1,1,1,1,1,1,0,0,3,-1.5192710680708021,-1.184921222022507,0
1,0,0,0,0.26992923768238775,1,0,1,0,0,2,2,0,0,1,0,2,0.5696077611380149,-0.24187437251928778,0
1,1,0,0,-0.9924020376385531,1,0,1,0,0,0,0,0,0,0,1,2,0.16412929309748078,0.7753030547101809,0
0,0,1,1,0.758573602322752,1,2,1,0,0,2,0,0,2,1,1,2,0.8438042661654253,0.3305195883526829,0
1,0,1,1,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,0,1,-1.3098846460498705,-0.9794736208954721,0
1,1,0,0,1.5729808767233588,1,2,2,1,1,1,1,1,1,2,1,3,-1.3331498040521963,-1.0408960995829362,0
0,1,1,0,1.5322605130033284,1,0,2,1,1,1,1,1,1,2,1,1,-1.502653098069141,-1.2722894029141583,0
0,1,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,0,2,-1.3132082400502028,-0.5855225506931167,1
1,0,1,0,0.22920887396235737,0,1,0,2,2,0,2,2,2,2,1,0,-0.1582593249347472,-0.764494945489348,0
0,0,1,0,-0.1779947632379461,1,0,1,0,2,2,0,0,2,0,0,1,0.8354952811645946,-0.6231173436828575,0
0,0,1,0,-0.015113308357824713,1,0,2,1,1,1,1,1,1,0,0,0,-1.5076384890696393,1.0088143745478675,0
1,1,1,0,0.6771328748826912,1,0,0,0,2,0,0,0,0,2,0,3,-0.4972659129686364,-0.6480040376338128,0
0,0,1,1,0.18848851024232702,1,2,2,1,1,1,1,1,1,2,1,0,-1.3514295710540236,1.581208335419838,0
0,0,0,0,-0.9109613101984924,1,0,0,0,0,2,2,0,0,0,0,2,-0.3493659799538514,0.8181928889660826,0
1,0,1,0,1.4100994218432374,1,2,1,2,2,2,0,2,2,1,0,1,1.5002140812310438,1.2857450327680715,0
1,0,0,0,-1.0331224013585834,0,1,0,0,0,2,2,0,0,1,1,1,-0.9725398550161476,-0.5945241208455898,0
0,0,0,0,0.758573602322752,1,0,1,0,0,0,0,2,2,1,0,1,0.7573908221567865,0.285511737590317,0
0,0,0,0,-0.9516816739185228,1,0,0,0,0,0,0,0,0,0,0,2,-0.6518130339840859,0.1589602513290765,1
0,0,0,0,-0.9516816739185228,1,0,1,0,0,0,0,2,2,0,1,3,0.785641371159611,1.4255341221947138,0
1,0,0,0,-1.1552834925186746,1,0,0,0,0,0,2,0,0,0,1,3,-0.46402997296531395,-0.8502746140011512,0
1,0,1,0,1.5729808767233588,1,2,1,2,2,2,0,2,0,2,1,2,1.1379423351948288,1.1856687528376344,0
0,0,1,1,0.7178532386027215,1,2,1,0,0,0,0,2,0,0,1,0,0.6526976111463211,0.13248504499827307,1
0,1,1,1,-0.3408762181180675,1,0,1,0,0,2,0,2,2,2,1,2,1.0565142821866886,-0.718957590600366,0
1,0,1,0,-0.4223169455581282,1,0,0,2,0,0,0,2,0,1,1,0,-0.16656830993557784,-1.3676001457050506,0
1,0,0,0,0.47353105628253944,1,2,1,2,2,2,0,2,2,0,1,2,1.5533915852363596,0.48036925618503046,0
0,0,1,1,0.025607055362205634,1,2,2,1,1,1,1,1,1,0,0,0,-1.3464441800535252,1.5399070135437847,0
0,0,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,2,0.3436033691154218,1.3291643711505892,1
0,0,1,0,0.880734693482843,1,2,0,0,0,0,0,2,2,1,1,1,0.179085466098976,-0.029013713619628016,1
1,0,0,0,0.3920903288424788,1,2,1,0,2,0,0,2,2,0,1,2,1.2293411702039656,0.2018500855849781,1
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,2,-0.6302096729819263,0.29980834900895087,1
0,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4710789550659844,-0.8693367625593297,0
1,0,0,0,-0.0965540357978854,1,0,0,2,2,0,2,2,0,1,0,2,0.1873944510998066,-0.8375665149623656,0
0,0,0,0,-1.2774445836787656,0,1,0,0,0,0,2,0,0,0,0,3,-1.1370577580325938,-0.3514817267288141,0
1,0,1,1,-0.6666391278783103,1,2,0,2,2,0,2,2,2,0,0,2,0.6693155811479823,-1.3405954352476313,0
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,1,3,-1.4843733310673135,-0.8735727955722582,1
1,0,1,0,-0.9516816739185228,0,1,0,0,0,0,2,2,0,0,0,3,-0.801374763999037,-0.21486966206186828,1
1,1,1,0,0.5549717837226001,1,2,1,0,0,2,0,2,2,0,1,2,1.2044142152014738,0.3723504143553524,1
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.14418772909548702,1.1554870176205185,1
1,0,1,0,1.5729808767233588,1,0,0,2,0,0,2,0,0,2,0,0,-0.3410569949530208,-0.007304044428369181,0
1,0,0,0,0.43281069256250915,1,2,1,0,0,0,0,0,0,0,1,1,0.35191235411625243,-0.27152660360978764,0
1,0,1,0,0.7178532386027215,0,1,0,2,0,0,2,2,0,1,1,0,-0.6750781919864114,-0.7697899867555087,0
0,0,0,0,-0.7888002190384014,1,2,1,0,0,0,0,0,0,0,1,3,0.3402797751150897,1.7315875073788018,1
1,0,1,1,-0.5444780367182193,1,0,1,0,2,0,2,2,2,1,0,0,1.1711782751981514,-0.9492918856783561,1
0,0,0,0,0.35136996512244845,1,2,1,0,0,2,0,2,2,0,0,0,1.1063681921916724,0.07953463233666615,0
0,1,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.21232140610229844,1.2222045375741433,1
0,0,0,0,-0.3408762181180675,0,1,0,0,2,2,0,2,2,0,1,1,-0.35268957395418365,-1.4915041113332108,1
0,0,1,0,0.3106496014024181,1,2,0,0,2,0,0,2,0,1,0,0,-0.028639158921789646,-0.5161575101064115,0
0,0,1,1,-1.1960038562387048,1,2,0,0,2,2,0,2,0,0,1,0,0.14584952609565352,-0.6734202357113841,0
0,0,0,0,0.18848851024232702,1,2,0,2,0,0,0,2,0,1,0,0,-0.003712203919297562,-0.6755382522178484,0
0,0,1,1,1.4100994218432374,1,2,1,2,0,2,2,2,2,2,1,1,1.461992750227223,1.2417961902589378,1
0,0,1,1,-0.015113308357824713,1,2,1,0,2,0,0,2,2,0,1,2,1.1329569441943304,-0.3054148677132161,0
0,0,1,0,-1.0738427650786138,1,0,0,0,0,0,2,0,0,0,1,2,-0.518869273970796,-0.4801512294965189,1
0,0,1,1,-0.015113308357824713,1,2,1,2,0,0,0,2,0,0,0,2,0.8255244991635975,-0.39648957749117997,0
0,0,0,0,1.0843365120829946,1,2,1,0,2,2,0,0,0,0,1,2,0.6144762801425001,0.4951953717302804,0
0,0,1,0,-0.0965540357978854,1,0,0,0,2,2,2,0,2,1,0,0,0.18240906009930805,-0.7613179207296515,0
1,0,0,1,-0.5037576729981889,1,0,2,1,1,1,1,1,1,0,1,2,-1.5076384890696393,-0.02107115172038698,1
0,0,1,1,-0.21871512695797646,1,2,2,1,1,1,1,1,1,2,0,2,-1.3381351950526947,1.3619936270007855,0
0,1,0,0,-0.5037576729981889,1,2,1,2,0,0,0,0,0,0,1,2,0.47820892612887816,-1.225693039771944,1
1,0,0,1,-0.9516816739185228,1,0,2,1,1,1,1,1,1,1,0,3,-1.4843733310673135,-0.9328772577532579,0
0,0,1,1,1.4508197855632678,1,2,0,2,2,2,0,2,0,1,1,1,0.27380789510844483,0.5709144618363783,0
0,0,1,1,1.4915401492832983,1,2,0,2,0,0,2,0,0,2,0,1,-0.11172900893009581,0.11183438406024637,0
1,0,0,0,-0.2594354906780068,1,2,1,0,0,2,2,0,0,0,1,3,0.6493740171459885,-0.7078380039414286,0
1,0,1,1,1.4915401492832983,1,0,2,1,1,1,1,1,1,2,0,0,-1.491020519067978,-1.3829557653769167,0
1,0,0,0,-0.8702409464784621,1,0,2,1,1,1,1,1,1,2,0,3,-1.4744025490663168,-0.6946004007760269,0
1,0,0,0,-1.2774445836787656,1,2,0,0,0,0,0,0,0,0,0,3,-0.46569176996548,0.5169050409215392,0
1,0,1,1,-0.9109613101984924,1,0,2,1,1,1,1,1,1,1,0,3,-1.4727407520661506,-0.6315894097087147,0
0,0,1,1,0.9214550572028734,1,2,0,2,2,0,2,0,2,1,1,0,0.3652067301175816,0.19920256495189778,0
1,0,0,0,0.47353105628253944,1,0,0,2,0,0,2,2,0,1,0,2,0.021214751083194285,-0.4510285025326351,0
1,1,1,0,0.5549717837226001,1,0,1,0,0,0,0,0,2,0,1,2,0.5197538511330312,-0.07243305200214568,1
1,0,1,1,1.4915401492832983,1,0,0,2,2,2,0,0,0,2,1,0,-0.16656830993557784,0.11659992119979098,0
1,1,0,0,-0.8702409464784621,1,0,1,0,0,0,0,0,2,0,1,2,0.45660556512671835,1.5965639550917041,0
0,0,1,0,-0.8702409464784621,1,2,1,0,2,0,0,2,2,0,1,2,1.2376501552047963,-1.5788722922248624,1
1,0,0,0,-0.13727439951791576,1,0,0,0,0,2,0,0,0,0,0,0,-0.5255164619714603,-1.4131375005940325,0
0,0,1,0,1.002895784642934,1,2,1,2,0,0,0,2,2,0,1,2,1.1595456961969886,0.6868758655652974,0
1,0,0,0,-0.1779947632379461,1,0,2,1,1,1,1,1,1,1,0,1,-1.5458598200734601,0.6371024776633869,0
0,0,0,0,0.3920903288424788,1,0,0,2,0,2,0,0,0,0,0,1,-0.3393951979528547,-0.6104092446440719,0
0,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,0,0,3,-1.4660935640654862,0.00010901334425578654,1
1,0,0,1,-0.38159658183809786,0,1,0,2,2,0,2,0,0,1,0,0,-0.801374763999037,1.6823436236035074,0
0,0,1,1,-0.5851984004382496,1,0,2,1,1,1,1,1,1,0,0,3,-1.4727407520661506,-0.08884767992724382,0
1,0,1,1,1.2064976032430856,1,2,2,1,1,1,1,1,1,1,0,0,-1.328164413051698,-1.261699320381837,0
0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,3,0.2006888271011353,1.196258835369956,1
1,0,0,0,-0.6666391278783103,1,2,1,0,0,0,2,0,2,0,1,1,0.8072447321617703,-1.2849975019529438,1
0,0,0,0,-1.1960038562387048,1,2,1,0,0,0,0,2,2,0,1,2,1.0581760791868549,-0.39278304860486746,1
1,0,0,0,1.4100994218432374,1,2,0,2,2,2,2,2,2,1,1,0,0.7989357471609396,0.8420205746638056,0
1,0,0,0,1.2064976032430856,1,0,2,1,1,1,1,1,1,2,1,1,-1.4860351280674797,-1.5280398960697197,0
0,0,1,0,1.002895784642934,1,2,1,0,2,2,0,2,2,0,1,1,1.3207400052131024,0.8473156159299663,1
1,0,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,2,0.16745288709781284,-1.2754664276738548,0
0,0,1,1,-0.38159658183809786,1,2,0,2,0,2,2,2,0,2,1,0,0.4117370461222332,-1.0461911408490967,0
0,0,0,1,-0.30015585439803716,0,1,0,2,0,0,2,0,0,2,0,0,-0.9874960280176428,1.5520856084559542,0
0,1,0,0,1.6137012404433893,1,2,1,0,2,2,2,2,2,2,1,0,1.440389389225063,1.3990589158639104,0
0,0,1,0,-1.2367242199587352,1,2,1,0,0,0,0,2,0,0,1,2,0.641065032145158,-1.3988408891753987,0
0,0,0,0,-0.9924020376385531,1,0,2,1,1,1,1,1,1,1,1,0,-1.481049737066981,-1.3374184104879348,0
0,0,0,0,-1.1145631287986442,1,2,0,0,0,0,0,0,0,0,1,3,-0.47067716096597834,-0.5939946167189737,1
1,0,0,0,0.10704778280226633,0,1,0,0,0,2,0,2,2,0,0,2,-0.5172074769706297,-1.0890809751049984,0
1,0,0,0,-0.3408762181180675,1,2,2,1,1,1,1,1,1,1,0,2,-1.3348116010523623,0.8462566076767342,0
0,0,1,1,-1.2367242199587352,1,0,1,0,0,0,0,0,0,0,1,2,0.22893937610395967,-1.3861327901366132,0
1,0,1,1,1.6137012404433893,1,2,1,2,2,2,2,0,2,2,1,1,1.3340343812144315,1.3916458580912854,0
0,0,0,0,0.35136996512244845,1,2,1,2,2,2,2,2,0,0,1,2,1.3872118852197473,0.2039681020914424,0
1,0,0,1,-1.1552834925186746,1,0,0,2,0,0,0,0,0,0,0,2,-0.5122220859701314,-0.7671424661224283,1
1,0,0,0,-0.2594354906780068,1,0,1,0,2,0,0,0,0,1,0,0,0.356897745116751,-0.8529221346342315,0
1,0,0,0,-1.0331224013585834,1,0,1,0,2,0,0,2,2,0,1,2,0.9800716201790471,1.0861219770338135,1
0,0,1,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.13920233809498894,1.1253052824034027,1
0,0,1,1,-1.1552834925186746,1,2,0,0,2,0,2,0,0,0,1,3,-0.2081132349397309,-0.7311361855125357,0
1,0,0,0,0.6364125111626608,1,0,0,0,2,2,2,2,2,2,0,1,0.46989994112804756,-0.011010573314681665,0
1,1,0,0,-1.2367242199587352,1,2,1,0,0,0,0,2,2,0,1,2,0.966777244177718,-0.8958119688901331,1
0,1,1,0,-0.8295205827584317,1,0,0,2,0,2,2,2,2,1,1,2,0.47987072312904416,1.679696102970427,0
1,0,1,0,1.125056875803025,1,2,1,2,0,2,2,2,2,0,1,0,1.4852579082295487,1.0532927211836172,0
1,0,0,0,0.9214550572028734,1,0,0,2,0,2,2,0,0,2,1,2,-0.18484807693740507,-0.26464304996377874,0
1,0,0,0,-1.2774445836787656,0,1,0,0,0,0,2,0,0,0,0,3,-1.1835880740372453,-0.39966660225087636,0
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4860351280674797,-0.8741022996988743,0
1,0,0,0,-1.1552834925186746,1,2,1,0,0,0,0,0,0,0,1,2,0.37517751211857825,-0.2619955293306984,1
1,0,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,1,3,-1.3397969920528607,-0.6448270128741164,1
0,0,0,0,0.3920903288424788,1,0,0,0,0,2,2,0,2,2,0,1,0.05777428508684881,-0.45473503141894756,0
0,0,0,0,-1.2774445836787656,1,0,0,2,0,0,0,0,0,0,0,0,-0.5055748979694671,0.4676611571462448,0
1,0,0,0,-1.0331224013585834,1,2,1,0,0,2,0,2,0,0,1,1,0.8172155141627669,0.9765146228242872,1
1,0,0,0,-1.1960038562387048,1,0,1,0,0,2,0,0,0,0,1,1,0.2937494591104381,-0.6887758553832501,0
0,0,1,0,1.6137012404433893,1,2,0,2,2,2,0,2,2,2,1,1,0.5945347161405068,0.8457271035501182,0
1,0,0,0,-0.7073594915983407,1,2,0,0,0,0,0,0,0,0,1,2,-0.5238546649712943,1.326516850517509,0
1,0,1,0,-1.1552834925186746,1,0,1,0,0,0,0,2,0,0,1,2,0.5180920541328647,-0.31282792548584104,1
0,0,0,0,-0.8702409464784621,1,2,2,1,1,1,1,1,1,1,0,2,-1.3148700370503688,-0.6125272611505361,0
0,0,0,0,-1.1145631287986442,1,2,2,1,1,1,1,1,1,0,0,3,-1.3065610520495383,-1.3961933685423185,0
0,1,0,0,-1.2774445836787656,1,0,0,2,0,2,0,0,0,0,1,2,-0.29785027294870164,0.6932299150846902,1
1,0,1,0,1.6137012404433893,1,2,1,2,0,2,2,2,2,2,1,1,1.5334500212343665,1.5097252783266688,0
0,0,1,0,0.9214550572028734,1,2,1,0,2,0,0,0,0,0,1,1,0.43167861012422654,0.20079107733174598,0
0,0,1,1,0.3106496014024181,1,2,2,1,1,1,1,1,1,0,1,2,-1.2816340970470463,-1.646119316305103,0
0,0,1,0,1.002895784642934,1,0,2,1,1,1,1,1,1,2,0,0,-1.491020519067978,-1.606406506808898,0
1,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,2,0,0,1,2,0.4748853321285456,1.4313586675874905,1
1,0,1,0,-1.2774445836787656,1,0,1,2,0,0,0,2,2,0,1,2,1.0049985751815391,1.6849911442365877,1
0,0,0,0,-1.2774445836787656,0,1,0,0,0,0,0,0,0,0,0,3,-1.3148700370503688,-0.5860520548197327,1
1,1,1,1,0.7992939660427822,1,2,0,0,2,2,0,2,2,1,1,2,0.534710024134526,0.1181884335796392,0
1,1,0,0,0.35136996512244845,1,2,1,0,0,2,0,2,2,0,1,2,1.1180007711928355,0.16902082973478183,1
1,0,1,0,0.43281069256250915,1,0,0,0,0,0,0,2,0,1,1,3,-0.27957050594687416,-0.650122054140277,0
0,0,1,1,0.5956921474426305,1,0,2,1,1,1,1,1,1,2,0,0,-1.5109620830699715,1.6140375912700344,0
1,0,0,0,-1.1960038562387048,1,2,0,0,0,0,0,0,0,0,0,0,-0.4773243489666429,-1.3728951869712114,0
1,1,1,1,1.369379058123207,1,2,0,2,2,2,2,2,0,2,0,1,0.48651791112970877,0.56932594945653,1
1,0,1,1,0.9214550572028734,1,0,0,0,0,2,2,0,0,2,1,1,-0.3161300399505289,-0.29058875216796615,0
1,0,0,0,-0.13727439951791576,1,0,2,1,1,1,1,1,1,1,0,3,-1.517609271070636,0.6159223125987442,0
0,0,0,1,-0.8295205827584317,1,2,1,0,0,0,0,2,0,0,1,2,0.641065032145158,1.7045827969213823,0
0,0,1,0,1.369379058123207,1,2,1,0,2,2,0,2,2,0,1,2,1.3440051632154282,1.1713721414190006,0
1,1,0,0,0.10704778280226633,1,2,1,0,0,2,0,2,2,0,1,2,1.217708591202803,-0.12220643990405618,1
1,1,1,0,-0.9109613101984924,1,2,1,0,0,2,0,0,2,0,1,2,0.8321716871642622,1.6389242852209895,1
1,0,1,1,-0.21871512695797646,1,2,1,0,0,0,0,0,0,0,1,0,0.3652067301175816,-0.9169921339547759,0
0,0,0,0,1.0436161483629645,1,0,1,0,0,0,2,2,2,0,1,2,1.0149693571825356,0.8150158642063862,0
1,0,1,0,0.880734693482843,1,0,1,2,2,2,2,2,2,2,0,0,1.4952286902305454,0.9182691688965195,1
1,0,0,0,-0.9516816739185228,1,0,2,1,1,1,1,1,1,0,0,3,-1.4926823160681442,-1.0313650253038469,0
1,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,1,0,1,-1.5109620830699715,-0.4404384200003137,1
1,0,0,0,-1.0738427650786138,1,0,1,0,0,0,0,0,0,0,1,2,0.14418772909548702,0.23203182080209406,0
0,1,0,0,-0.2594354906780068,1,0,1,0,0,0,0,2,2,0,1,2,0.8803638001690798,-0.6691842026984556,1
0,0,0,0,-0.9516816739185228,1,0,2,1,1,1,1,1,1,0,0,3,-1.479387940066815,-0.9683540342365345,0
1,0,1,0,-0.9924020376385531,1,0,0,0,2,2,0,0,0,0,1,3,-0.3327480099521901,0.27492165505799565,0
1,0,0,0,-0.8295205827584317,1,0,1,0,0,0,0,2,0,0,1,2,0.5546515881365197,1.6373357728411415,0
0,0,0,0,-0.7073594915983407,1,2,0,0,0,0,0,0,0,0,1,2,-0.520531070970962,1.1189512328840099,1
1,0,1,0,0.43281069256250915,1,2,0,2,0,2,0,2,2,1,1,2,0.5131066631323666,-0.08143462215461886,0
1,0,0,0,0.3920903288424788,1,2,1,0,0,0,2,2,2,0,1,2,1.1811490571991479,0.18437644940664782,0
0,0,0,0,-0.055833672077855064,1,2,0,2,0,2,2,0,0,0,0,1,0.016229360082695727,-0.8751613079521064,1
0,0,0,1,1.369379058123207,1,2,1,2,0,2,2,0,0,2,1,1,0.8703930181680831,0.8520811530695109,0
0,1,0,0,-0.5851984004382496,1,2,1,0,2,0,2,0,0,0,1,2,0.6875953481498096,-1.238930642937346,1
1,0,0,0,-1.2774445836787656,1,0,2,1,1,1,1,1,1,0,0,3,-1.4876969250676457,-0.8746318038254903,0
1,0,1,0,1.1657772395230555,1,2,1,0,2,0,2,2,0,2,1,2,0.9750862291785486,0.7461803277462972,1
1,0,0,0,-0.9109613101984924,1,2,1,0,2,0,0,0,0,0,0,2,0.5014740841312035,1.4530683367787494,0
1,1,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,0,1,2,0.22893937610395967,1.2248520582072235,1
0,1,0,0,-0.5851984004382496,1,0,1,0,2,0,0,0,0,0,1,2,0.2920876621102721,-1.3803082447438364,0
1,0,1,0,-0.3408762181180675,1,2,1,0,2,2,0,2,2,0,1,2,1.325725396213601,-0.5622243691220096,1
0,0,1,1,-1.1960038562387048,1,0,2,1,1,1,1,1,1,0,0,3,-1.5109620830699715,0.652458097335253,0
1,0,0,0,0.7178532386027215,1,0,2,1,1,1,1,1,1,1,0,1,-1.4827115340671475,1.7204679207198643,0
1,0,1,1,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0,0,2,-0.6717545979860794,0.2569185147530493,0
1,0,0,0,-1.2367242199587352,1,0,0,2,0,0,2,0,0,0,1,3,-0.3427187919531868,1.5933869303320076,0
1,0,0,0,-0.62591876415828,1,0,2,1,1,1,1,1,1,1,1,0,-1.4993295040688086,-0.113204869751583,0
1,0,1,1,1.4915401492832983,1,2,1,0,2,2,0,2,2,2,1,2,1.3373579752147637,1.2719779254760537,0
1,0,1,0,1.6137012404433893,1,2,0,2,2,2,2,2,2,2,1,1,0.7956121531606076,0.9733375980645907,0
0,0,0,0,-1.1960038562387048,1,2,1,0,0,0,0,0,0,0,1,2,0.3153528201125979,-0.8084437879984817,1
1,1,1,1,0.7178532386027215,1,2,0,2,2,2,0,0,2,2,1,0,0.34526516611558833,0.008051575243496823,0
0,0,0,0,0.8400143297628127,1,0,2,1,1,1,1,1,1,2,0,3,-1.479387940066815,-1.676301051522219,0
0,0,1,0,1.0436161483629645,1,2,1,2,2,0,2,2,2,2,1,1,1.4736253292283856,1.004578341534939,0
1,0,0,0,0.5549717837226001,0,1,0,2,0,0,0,0,0,1,1,0,-1.1304105700319294,-1.2585222956221405,0
1,1,1,0,1.6137012404433893,1,2,1,2,2,2,2,2,2,0,1,1,1.5999219012410113,1.4758370142232404,0
0,1,0,0,-1.2774445836787656,1,2,1,0,0,0,0,0,0,0,1,2,0.31369102311243185,1.3011006524399376,1
0,0,1,1,-1.0738427650786138,1,2,1,0,2,2,0,2,0,0,1,3,0.9734244321783826,0.5751504948493068,0
1,0,1,0,1.6137012404433893,1,2,0,2,2,2,2,0,2,2,0,0,0.46823814412788106,0.7943652032683595,0
1,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,2,0,1,3,-0.31446824295036285,-0.6564761036596699,0
0,0,1,1,0.7992939660427822,1,0,2,1,1,1,1,1,1,2,0,3,-1.5093002860698053,-1.6895386546876208,0
1,0,1,1,-1.318164947398796,1,2,2,1,1,1,1,1,1,2,0,3,-1.3098846460498705,-1.7250154311708974,0
0,0,0,0,-1.2367242199587352,1,0,2,1,1,1,1,1,1,1,0,3,-1.4727407520661506,-0.16615528241318991,0
0,0,1,0,1.3286586944031769,1,0,2,1,1,1,1,1,1,2,0,0,-1.5093002860698053,-1.416844029480345,0
1,1,1,0,0.43281069256250915,1,2,1,0,2,0,0,2,2,0,1,2,1.2044142152014738,0.24738744047396005,1
1,0,1,0,-1.1552834925186746,1,2,1,0,2,0,0,2,2,0,1,2,1.1778254631988159,0.1764338875074068,1
1,1,1,0,-0.30015585439803716,1,2,1,2,0,0,0,0,2,1,1,2,0.8072447321617703,-0.7766735404015176,1
0,0,1,0,0.758573602322752,1,2,0,0,2,0,2,2,2,1,1,1,0.4615909561272169,0.06206099615833587,0
